TYPE,WIDTH,HEIGHT
RECTANGLE,32.16694931,5.848130695
CIRCLE,37.27848299,13.80329585
RECTANGLE,48.17993608,27.88304406
RECTANGLE,17.82936631,40.91259129
CIRCLE,4.353609394,44.23834336
CIRCLE,28.95152894,24.27886399
RECTANGLE,22.70876606,8.185151288
RECTANGLE,26.22929637,16.32661353
CIRCLE,3.694223304,13.35229048
RECTANGLE,44.72579826,10.17261679
RECTANGLE,3.264728851,6.365193575
CIRCLE,12.56142752,26.22875739
RECTANGLE,19.33692655,41.99273291
RECTANGLE,48.18676054,44.53544817
RECTANGLE,39.38119062,15.37231319
RECTANGLE,49.35775041,23.64595632
RECTANGLE,13.40712395,18.38350888
CIRCLE,44.3209974,9.381944501
CIRCLE,29.10055853,29.74058093
RECTANGLE,38.21692483,49.28053857
RECTANGLE,28.36985234,10.8741796
RECTANGLE,50.20864817,41.05323729
CIRCLE,17.05929727,42.17254306
CIRCLE,49.34438107,5.876980958
RECTANGLE,32.08746113,46.65249886
RECTANGLE,9.661162042,39.83767285
RECTANGLE,42.76826444,10.63059844
CIRCLE,17.5377315,9.346491961
RECTANGLE,25.57260664,23.46468026
RECTANGLE,26.80436962,18.84928746
CIRCLE,14.08836131,20.93617715
RECTANGLE,19.6174973,41.64938542
RECTANGLE,38.43654789,29.34349289
RECTANGLE,43.60686608,17.1641003
CIRCLE,30.90148745,19.87673802
RECTANGLE,8.303143324,30.43528643
CIRCLE,37.03276873,45.34416126
CIRCLE,36.35370109,2.214219384
CIRCLE,33.97681606,43.82057074
CIRCLE,27.534431,30.44113921
CIRCLE,20.29590153,6.288072158
RECTANGLE,6.065387819,36.43975546
CIRCLE,4.032376075,17.83942057
CIRCLE,34.23808089,31.64702911
CIRCLE,28.27597125,44.5143111
CIRCLE,37.86222012,33.19855119
RECTANGLE,35.99195049,50.33891684
CIRCLE,1.53974281,19.1898171
RECTANGLE,38.36794698,41.63898997
CIRCLE,4.273905153,26.93372508
CIRCLE,13.43728603,48.19682189
RECTANGLE,28.42129057,10.03459215
RECTANGLE,24.23660788,13.32240656
CIRCLE,37.49450789,32.59902312
CIRCLE,8.255613692,27.40908372
CIRCLE,30.8234198,41.40392409
CIRCLE,2.43672266,2.044003519
CIRCLE,45.5827043,19.34198598
RECTANGLE,30.48248595,44.24370617
CIRCLE,39.19355541,35.96494336
CIRCLE,41.72853739,2.885142715
RECTANGLE,47.60735248,23.44492766
RECTANGLE,3.339920313,21.9024347
CIRCLE,27.47908535,18.77422201
CIRCLE,10.08858058,47.3196992
RECTANGLE,2.7383761,25.52372892
RECTANGLE,38.4698603,47.69024628
CIRCLE,48.56588975,10.98047258
CIRCLE,34.4157812,20.01245641
CIRCLE,8.282953132,16.98443693
RECTANGLE,36.36295024,15.6926616
RECTANGLE,1.162197189,25.28505941
RECTANGLE,47.93289181,33.62532472
CIRCLE,41.66702739,30.73768792
RECTANGLE,36.98261475,39.96085915
RECTANGLE,3.127745237,38.16032046
RECTANGLE,50.28323381,36.6313619
CIRCLE,21.36212382,11.17093089
RECTANGLE,45.58445736,13.20461088
RECTANGLE,46.24825394,13.82570223
RECTANGLE,5.322746924,29.13661403
CIRCLE,11.75747914,48.37847197
RECTANGLE,8.730971958,35.99302792
RECTANGLE,7.45521706,4.981707443
RECTANGLE,1.607359273,11.70976948
CIRCLE,46.97749189,1.649325865
RECTANGLE,15.50156366,41.4631152
RECTANGLE,41.49099653,5.301657323
CIRCLE,50.57566185,42.21961614
RECTANGLE,48.64447074,37.21288575
RECTANGLE,48.89788329,40.53613842
RECTANGLE,30.01924137,28.68126068
CIRCLE,47.42690043,25.68032299
CIRCLE,12.58670806,5.242400177
RECTANGLE,12.44447207,12.64181251
RECTANGLE,12.18060909,40.2460028
RECTANGLE,19.69427795,12.10452409
RECTANGLE,39.49186079,31.11626548
RECTANGLE,6.984726519,16.95029503
RECTANGLE,21.59380409,14.11634114
RECTANGLE,38.51357429,27.36422178
RECTANGLE,34.50564462,45.93712819
CIRCLE,32.67216394,49.1119869
RECTANGLE,4.801927497,42.93071785
RECTANGLE,17.58706978,12.05949967
CIRCLE,50.77583618,31.30880296
RECTANGLE,41.15701113,18.50515971
RECTANGLE,46.16414025,24.12637613
RECTANGLE,24.84278691,43.3950504
RECTANGLE,1.941599063,3.37100191
RECTANGLE,12.96809958,20.99138509
RECTANGLE,24.19263766,47.97800455
CIRCLE,31.78904322,15.06450876
CIRCLE,18.56810805,11.09187286
CIRCLE,35.09007868,32.17877646
CIRCLE,24.33493867,12.39418006
CIRCLE,25.56432161,50.14260842
CIRCLE,23.52649947,23.81836014
RECTANGLE,3.735931731,46.19305092
CIRCLE,33.2014829,39.47162698
CIRCLE,8.682441395,21.98514192
CIRCLE,1.319120524,33.0843631
RECTANGLE,27.31481368,34.95639659
CIRCLE,39.23854463,18.80729032
CIRCLE,11.47305577,8.136737463
CIRCLE,36.35010472,43.67672166
CIRCLE,4.595197591,2.974154953
RECTANGLE,14.84646044,2.568225921
CIRCLE,42.21744847,2.246445666
CIRCLE,45.14124999,28.95900401
CIRCLE,3.063335392,12.62931244
CIRCLE,4.943162743,27.31929214
RECTANGLE,49.97965464,8.991146197
RECTANGLE,27.49321173,25.45310952
RECTANGLE,12.4770274,4.984814376
CIRCLE,46.9730321,37.6086599
RECTANGLE,25.13288764,47.00675309
RECTANGLE,11.59201124,41.6786916
CIRCLE,48.61470907,41.09367856
CIRCLE,47.3610607,36.31114293
RECTANGLE,12.58127954,34.82724521
RECTANGLE,18.06085309,6.250377888
CIRCLE,32.21984652,38.81693115
CIRCLE,39.41232412,36.72932397
CIRCLE,12.67693356,34.83150432
CIRCLE,17.95725787,30.23282085
RECTANGLE,18.14064632,30.14934736
CIRCLE,47.65677176,41.45250717
RECTANGLE,44.83228874,30.19796714
CIRCLE,9.715505392,8.753542706
CIRCLE,49.66507996,14.0530131
CIRCLE,33.63932857,22.97347988
CIRCLE,48.82780547,9.867085753
CIRCLE,40.03438953,36.87361083
CIRCLE,13.05121078,29.79869059
RECTANGLE,48.15530116,31.06308191
RECTANGLE,48.81494309,36.51160418
CIRCLE,43.71028801,14.71610886
RECTANGLE,17.25285183,25.81500418
CIRCLE,14.93110876,1.902590223
CIRCLE,5.014476273,22.51464861
RECTANGLE,27.41554749,16.85243463
CIRCLE,23.84051585,49.04543239
CIRCLE,20.75031998,43.97392157
CIRCLE,28.11010278,38.95562631
RECTANGLE,22.42217028,50.94639976
CIRCLE,2.117693187,29.81311419
CIRCLE,37.02500178,25.70763702
RECTANGLE,31.33737574,32.60394038
RECTANGLE,31.27082748,30.65614637
CIRCLE,34.43243373,37.19347418
RECTANGLE,47.81238016,39.8887705
RECTANGLE,45.26794077,25.92051547
CIRCLE,43.38517145,37.79388038
RECTANGLE,46.6842419,29.89464636
CIRCLE,9.276821285,19.82045845
RECTANGLE,20.28909171,25.06713564
RECTANGLE,44.6314741,48.74340848
RECTANGLE,39.02629204,27.64572501
CIRCLE,15.59711169,32.24539047
CIRCLE,41.77863478,10.92359313
CIRCLE,45.82356593,50.1354947
RECTANGLE,41.76294642,28.09282004
CIRCLE,46.31906262,22.02507009
RECTANGLE,32.97507075,38.1126582
CIRCLE,5.173091121,18.7810236
RECTANGLE,21.44258769,44.20292765
CIRCLE,20.15342236,33.57688531
RECTANGLE,20.54307953,17.03284732
RECTANGLE,19.6850829,40.86198237
CIRCLE,12.14576967,37.1756091
CIRCLE,30.21910153,34.0689975
CIRCLE,37.83432716,3.899016024
CIRCLE,10.49883846,45.38025548
RECTANGLE,46.96867495,19.86248929
CIRCLE,35.73170873,13.37303403
CIRCLE,40.84358357,23.79075988
RECTANGLE,27.17411569,26.8642188
RECTANGLE,14.70189025,5.694561204
RECTANGLE,35.13740193,35.77460307
RECTANGLE,11.86014398,1.708625218
CIRCLE,45.92263837,32.33316575
CIRCLE,16.70448412,28.11730647
RECTANGLE,45.69205255,18.44161435
RECTANGLE,25.814576,26.63813686
CIRCLE,36.78491798,37.51953142
CIRCLE,48.97340972,5.533628441
RECTANGLE,14.48571641,11.65041454
RECTANGLE,4.320771199,23.62163716
CIRCLE,24.75238027,37.3489367
RECTANGLE,34.40821151,26.7545962
CIRCLE,35.91242764,5.769734691
RECTANGLE,32.41330885,8.837935328
RECTANGLE,19.83481285,25.67803791
RECTANGLE,30.27105037,31.95799963
CIRCLE,50.58529142,40.0024507
CIRCLE,12.98013685,2.689771027
RECTANGLE,41.07311984,39.29019944
RECTANGLE,35.84203253,14.15472128
RECTANGLE,50.69690182,37.8851581
CIRCLE,33.89056041,25.89909121
CIRCLE,9.497391554,41.14896809
CIRCLE,25.26986217,16.16292088
RECTANGLE,16.82506595,44.54555322
CIRCLE,22.81854408,3.610137589
CIRCLE,35.03028423,17.90936527
CIRCLE,30.61779791,48.09002247
CIRCLE,11.18383905,40.71763605
CIRCLE,14.76133431,2.500348728
RECTANGLE,22.33571775,16.68699277
CIRCLE,50.10492541,50.32252976
RECTANGLE,2.319880032,8.514713536
RECTANGLE,7.253377401,25.89907061
CIRCLE,20.61287674,46.084949
CIRCLE,6.542741337,27.02364123
CIRCLE,46.25410538,23.96023056
RECTANGLE,28.27556993,41.91408555
RECTANGLE,42.33553336,16.47855724
CIRCLE,30.96705127,25.1386822
CIRCLE,49.06867527,1.276398342
CIRCLE,41.8598046,19.56595102
CIRCLE,25.93667645,44.5579044
RECTANGLE,46.46517894,33.90835156
RECTANGLE,35.93927,13.9306461
CIRCLE,16.38884105,47.93014641
CIRCLE,17.43845717,47.12820003
CIRCLE,27.19848785,29.88977807
RECTANGLE,1.612698545,17.43988052
RECTANGLE,30.59148037,13.28704017
CIRCLE,46.02744399,49.16794124
RECTANGLE,7.620215799,42.48538827
RECTANGLE,17.32980639,48.93255731
CIRCLE,42.23305776,9.279664865
CIRCLE,18.5751926,31.14489054
RECTANGLE,16.88862181,14.97959147
RECTANGLE,19.19370436,28.46856804
CIRCLE,44.50124717,5.079305126
CIRCLE,8.104125285,40.58986625
CIRCLE,13.47544662,36.08327328
RECTANGLE,2.983301115,37.11693533
RECTANGLE,35.0871729,46.55889654
RECTANGLE,11.19872665,42.92835035
CIRCLE,44.96968409,16.98610038
RECTANGLE,50.41215745,46.79132778
RECTANGLE,22.96184361,15.47424412
CIRCLE,49.36205028,36.56990132
CIRCLE,8.076661801,38.91664421
RECTANGLE,11.83265018,26.84337807
CIRCLE,47.84788507,21.65304279
CIRCLE,39.31753582,7.255384546
RECTANGLE,33.81244667,46.21031062
CIRCLE,20.38543998,2.413819276
CIRCLE,37.38660126,3.191719637
RECTANGLE,7.256142226,46.6620159
RECTANGLE,22.89354554,9.885084061
CIRCLE,12.59426743,39.54143625
CIRCLE,27.00033728,9.660082744
CIRCLE,22.02878841,10.26621089
RECTANGLE,6.321933116,36.72508664
CIRCLE,30.4060478,32.02982041
RECTANGLE,17.45015341,43.31378574
RECTANGLE,22.28411529,39.4642545
RECTANGLE,6.165383762,48.87194649
RECTANGLE,29.67628579,15.07194399
CIRCLE,45.08882479,33.31460115
CIRCLE,12.55154631,22.95078177
CIRCLE,21.53311726,8.923980284
CIRCLE,20.09980028,30.6325511
CIRCLE,39.80913445,17.95851184
RECTANGLE,3.269679759,22.35506499
CIRCLE,14.74676406,15.54318653
RECTANGLE,11.58676078,19.58834521
CIRCLE,45.68749712,9.911611829
CIRCLE,19.75997143,37.13512196
RECTANGLE,22.70662883,44.57005602
CIRCLE,42.08403912,15.62600831
RECTANGLE,29.3228831,19.45381562
CIRCLE,5.145748232,33.7296272
RECTANGLE,18.45328177,10.6461878
CIRCLE,11.84187061,15.89802019
RECTANGLE,50.87106103,10.73039105
RECTANGLE,42.2165249,13.96764797
CIRCLE,47.92445332,24.3447238
CIRCLE,49.12583191,3.436292321
RECTANGLE,22.77414883,16.01128942
CIRCLE,19.23763522,47.73617868
RECTANGLE,16.90724181,19.80859055
RECTANGLE,32.37412539,46.32361897
RECTANGLE,31.18548216,32.95830368
CIRCLE,14.70517383,44.90550172
RECTANGLE,3.185638684,27.89656093
CIRCLE,43.80017949,48.6229332
CIRCLE,45.08979099,29.9000283
CIRCLE,26.04625698,41.51234584
RECTANGLE,18.88335914,19.83711931
RECTANGLE,29.4405645,28.06438311
RECTANGLE,38.11868916,34.11463313
CIRCLE,17.26459014,25.20087471
CIRCLE,48.00199485,46.39014605
RECTANGLE,40.64821314,45.49021744
CIRCLE,48.06148336,28.12045677
RECTANGLE,10.53134494,24.92147082
CIRCLE,34.1544669,47.51641128
RECTANGLE,32.03096251,11.05747946
CIRCLE,49.07127939,28.9744042
RECTANGLE,46.72135849,39.88734206
CIRCLE,43.49380229,7.554882859
RECTANGLE,40.83540089,42.19852148
RECTANGLE,11.56641967,25.57816028
RECTANGLE,39.89463695,32.78893709
CIRCLE,27.83721508,30.90784506
RECTANGLE,22.7760329,48.33932378
CIRCLE,24.82721745,48.99221639
RECTANGLE,50.72317617,12.26618038
RECTANGLE,12.98550817,13.23383299
RECTANGLE,19.30975098,17.37563353
CIRCLE,7.288012497,50.75771003
CIRCLE,3.863090332,29.63850415
CIRCLE,37.237776,33.14837023
RECTANGLE,31.35562755,28.90691039
RECTANGLE,29.52453909,14.22607226
CIRCLE,24.27205769,14.89270888
RECTANGLE,15.10143381,39.43253713
RECTANGLE,24.46001262,19.22808822
RECTANGLE,24.93660066,23.89649334
RECTANGLE,17.47207722,26.92862823
RECTANGLE,1.19754707,8.749330431
CIRCLE,40.40694618,23.07914364
RECTANGLE,13.1260612,17.76119999
RECTANGLE,18.75753653,43.06260683
RECTANGLE,29.3614801,48.86785124
RECTANGLE,40.27388205,17.15248728
RECTANGLE,10.97014852,47.65854037
CIRCLE,36.34859353,12.78879366
CIRCLE,1.938853704,22.39529706
RECTANGLE,3.932730919,40.35815899
RECTANGLE,6.390072748,22.63388811
RECTANGLE,13.4898709,50.79824688
CIRCLE,4.276822753,16.01676951
RECTANGLE,10.99620365,15.84683455
RECTANGLE,19.81495076,10.30835333
RECTANGLE,34.49445914,44.25584442
CIRCLE,19.41065317,30.24289349
RECTANGLE,28.20947907,49.79065709
RECTANGLE,28.34104958,21.25530984
CIRCLE,49.73324207,49.33502109
RECTANGLE,17.945624,14.66525282
CIRCLE,28.28717418,31.92186153
CIRCLE,27.58633797,1.384733598
CIRCLE,44.56952124,2.010305388
RECTANGLE,48.1342349,23.71962615
RECTANGLE,15.19563739,12.82923191
CIRCLE,6.240350935,7.335352268
RECTANGLE,27.23896424,18.10767238
RECTANGLE,1.1487297,17.95705723
CIRCLE,30.88054422,33.01235384
RECTANGLE,8.309372913,39.87460902
CIRCLE,10.67485792,7.612714271
RECTANGLE,26.54892769,35.82271131
CIRCLE,18.43981145,28.69369402
CIRCLE,8.056923488,10.30644259
RECTANGLE,13.27868105,28.23661722
CIRCLE,22.94537546,10.94256505
CIRCLE,16.74182354,39.38848008
RECTANGLE,22.63956245,14.88686743
CIRCLE,3.63598112,3.239951466
RECTANGLE,28.85780115,9.91789987
CIRCLE,11.48896625,42.23240215
RECTANGLE,37.43800713,42.24738057
RECTANGLE,14.17757205,28.51427815
RECTANGLE,38.76888859,15.62760855
CIRCLE,17.72648295,38.06712164
RECTANGLE,19.08355561,38.82617533
CIRCLE,48.78603907,43.92156413
CIRCLE,19.37336579,31.03831348
CIRCLE,18.79662926,14.28359344
CIRCLE,41.1798342,7.307163735
RECTANGLE,9.347556299,43.8914121
RECTANGLE,1.022393873,28.52230055
RECTANGLE,36.73815702,9.4232005
CIRCLE,47.71984477,13.06681554
RECTANGLE,16.24902115,2.276097922
CIRCLE,19.36328231,19.68326445
CIRCLE,9.131093634,4.536704972
RECTANGLE,29.19833487,23.62881195
CIRCLE,47.82049475,36.46343364
CIRCLE,32.17451136,20.6898638
RECTANGLE,47.38684852,16.30100489
CIRCLE,36.41947447,6.126507712
RECTANGLE,23.72296069,35.74742217
RECTANGLE,36.39605984,38.11708997
RECTANGLE,1.483622363,16.89370892
RECTANGLE,6.999842729,7.773205665
RECTANGLE,7.281392003,28.95674803
RECTANGLE,10.35506256,50.29545376
CIRCLE,6.147131562,5.625520447
RECTANGLE,29.56673856,44.34024413
CIRCLE,1.763134979,16.34106049
RECTANGLE,6.186760356,9.167975456
RECTANGLE,33.4766489,7.330436653
CIRCLE,20.65179084,21.64290198
RECTANGLE,15.60160124,40.71507938
RECTANGLE,17.45077681,37.65499423
RECTANGLE,27.01635193,22.51375702
CIRCLE,39.27988937,15.03410913
CIRCLE,21.56527364,22.86051564
CIRCLE,46.94270179,47.52678612
CIRCLE,42.27198391,4.257907509
CIRCLE,14.25342218,31.90597244
CIRCLE,34.87202715,36.18579592
CIRCLE,49.70098815,2.783998332
CIRCLE,18.67283356,36.88607494
RECTANGLE,9.131835172,32.19911448
CIRCLE,35.2487583,45.64360268
RECTANGLE,26.20916206,3.545893651
CIRCLE,7.97901626,41.38365705
RECTANGLE,49.90648979,31.91982473
RECTANGLE,7.936328225,35.90623621
CIRCLE,40.79334275,15.44640375
RECTANGLE,34.13408074,32.57751823
RECTANGLE,40.37084756,14.66502369
CIRCLE,28.63982387,3.798772731
CIRCLE,40.21508105,19.53800373
CIRCLE,9.562915686,3.073066216
CIRCLE,40.18595862,26.15503563
RECTANGLE,17.42412083,39.99004674
RECTANGLE,47.45950068,7.703391851
RECTANGLE,32.91497972,8.949136701
RECTANGLE,30.64126372,26.77418101
RECTANGLE,36.55476675,24.94144205
RECTANGLE,5.718764303,48.57498528
RECTANGLE,43.25283564,32.21068916
CIRCLE,43.11071132,27.11917528
RECTANGLE,7.284178871,14.11349736
CIRCLE,47.57083929,48.96222554
RECTANGLE,5.686004323,44.99931732
RECTANGLE,25.20418525,31.55534138
CIRCLE,20.58314506,37.43032134
RECTANGLE,14.35358684,35.78669988
RECTANGLE,3.45012003,50.56157759
CIRCLE,19.6142467,14.78063684
CIRCLE,16.81764493,38.00181996
CIRCLE,50.73415524,33.52507095
CIRCLE,11.43141566,25.97511492
RECTANGLE,30.65818677,6.397493061
CIRCLE,9.370981209,25.10374303
RECTANGLE,49.47369274,12.15982538
CIRCLE,26.13650202,41.63261716
CIRCLE,3.515391102,8.492464794
RECTANGLE,27.2112244,16.41553176
CIRCLE,21.38736906,30.63782754
RECTANGLE,27.10747033,32.48357271
CIRCLE,41.16001881,21.22369393
RECTANGLE,1.403966232,44.5159894
RECTANGLE,15.49970533,50.83668944
CIRCLE,44.78230813,46.03384551
CIRCLE,33.98899352,1.416184283
CIRCLE,20.57039245,2.636760925
CIRCLE,14.39522832,47.03895533
RECTANGLE,9.800619052,42.10305785
CIRCLE,27.14530566,29.16489298
CIRCLE,30.29066274,4.673621734
CIRCLE,29.76442263,35.91409281
CIRCLE,8.754663368,19.33978899
CIRCLE,50.53663139,7.445626793
RECTANGLE,1.452601226,34.45558212
CIRCLE,23.1450095,2.00830536
RECTANGLE,21.38570924,43.4945868
RECTANGLE,36.54925531,19.7337603
RECTANGLE,42.54570813,9.271806637
CIRCLE,26.85852496,43.74214317
CIRCLE,14.22569272,2.450786281
RECTANGLE,50.45731576,20.63075833
RECTANGLE,30.90047457,32.65633737
RECTANGLE,40.14222164,14.91594434
CIRCLE,15.68419372,13.01315158
RECTANGLE,8.527356909,34.49851641
CIRCLE,37.87301641,11.43064401
RECTANGLE,25.47627597,36.72307583
CIRCLE,47.58072369,4.454316606
RECTANGLE,8.818192972,37.10151001
CIRCLE,22.97501704,12.00396818
RECTANGLE,30.10631001,5.270987725
CIRCLE,38.12232849,3.819052202
RECTANGLE,49.67608665,45.25675958
RECTANGLE,21.94898331,30.93149971
CIRCLE,7.76122763,19.61008799
RECTANGLE,41.32649338,47.98632964
CIRCLE,10.92524426,39.49160583
RECTANGLE,3.788814922,4.730344233
CIRCLE,15.56636011,5.270421741
RECTANGLE,37.88937653,47.48921885
RECTANGLE,22.75361155,44.70929484
RECTANGLE,21.70568768,33.95332572
CIRCLE,11.15192387,8.306165695
RECTANGLE,42.49934392,27.0925726
CIRCLE,47.293996,43.86238615
CIRCLE,33.03924346,46.52058626
CIRCLE,24.95679655,34.84793608
CIRCLE,42.59581638,18.12854761
RECTANGLE,47.90049047,49.63395868
RECTANGLE,13.11409776,25.30899767
CIRCLE,32.72759924,11.16290881
CIRCLE,43.57343442,27.58991832
RECTANGLE,21.12021743,9.126641873
RECTANGLE,38.04166077,24.99940024
CIRCLE,3.213092609,39.22275006
RECTANGLE,45.43153445,8.981220853
RECTANGLE,16.36037901,16.55945142
CIRCLE,11.46726774,3.181634584
CIRCLE,46.05388665,22.77936211
RECTANGLE,25.86893753,9.927693447
CIRCLE,18.25062533,8.972441232
CIRCLE,10.26262064,40.71740365
RECTANGLE,34.86746578,38.94844116
CIRCLE,4.824041383,21.54204107
RECTANGLE,16.70073095,19.93916524
RECTANGLE,24.16354807,26.36093157
CIRCLE,30.52852011,30.30084432
CIRCLE,15.46024428,4.549006137
RECTANGLE,39.65358734,16.28695463
CIRCLE,14.35307128,30.63745115
CIRCLE,29.64459065,42.4617746
CIRCLE,6.596662502,17.16775607
RECTANGLE,23.53350348,42.82500649
RECTANGLE,15.98978544,43.9794867
CIRCLE,13.22703321,32.21777212
CIRCLE,1.584171452,19.75207686
RECTANGLE,46.38982472,50.08028485
CIRCLE,9.681556612,4.120964848
CIRCLE,20.55729039,21.13152701
RECTANGLE,38.62675156,31.18838803
RECTANGLE,48.73585825,30.0412316
RECTANGLE,36.90452596,37.74912954
RECTANGLE,23.24847035,19.66449255
RECTANGLE,17.54815712,12.05156126
RECTANGLE,17.0831161,34.90929667
RECTANGLE,34.3674258,41.41426562
RECTANGLE,24.50224998,46.8073208
CIRCLE,28.00388607,49.51856052
CIRCLE,5.17086701,3.858271193
CIRCLE,12.32121705,26.69724839
RECTANGLE,8.561081169,20.21810738
RECTANGLE,34.13847061,19.03988506
CIRCLE,17.89099985,22.80144301
RECTANGLE,1.814027439,4.634892592
CIRCLE,15.35571328,41.86844755
RECTANGLE,40.68807466,47.76882942
RECTANGLE,32.9082093,42.16655667
CIRCLE,45.89141322,34.40312076
RECTANGLE,15.34802993,4.19730517
CIRCLE,15.52841142,4.748564287
RECTANGLE,34.9754782,27.6785927
RECTANGLE,9.741921742,11.25793998
CIRCLE,9.569189955,41.77269672
CIRCLE,43.66796103,42.85700885
CIRCLE,37.94488443,19.15035146
RECTANGLE,34.78797752,18.73423645
RECTANGLE,29.85309547,3.461186721
RECTANGLE,37.68651357,17.50954059
CIRCLE,19.47371776,22.28086069
CIRCLE,11.72207506,20.10237999
RECTANGLE,14.26515586,20.1051884
RECTANGLE,29.61901972,7.119497949
RECTANGLE,43.42590576,8.461579449
CIRCLE,47.48828479,14.08263436
CIRCLE,32.72637657,42.70809304
RECTANGLE,19.28475014,10.31650629
CIRCLE,44.96875695,47.59043396
RECTANGLE,1.209070984,29.81739329
RECTANGLE,37.83275514,26.1271934
CIRCLE,4.061771623,44.9226124
CIRCLE,3.365010137,48.89364911
CIRCLE,14.05742572,36.10122
CIRCLE,15.86999148,33.27443494
RECTANGLE,15.10673421,23.6862326
RECTANGLE,27.46020471,34.75540212
RECTANGLE,8.074308929,39.86869751
RECTANGLE,13.02350845,34.8249679
RECTANGLE,35.0199742,31.77391014
RECTANGLE,28.86535628,22.55528459
CIRCLE,28.93140816,48.94010116
CIRCLE,11.78378589,29.43352056
RECTANGLE,21.95592305,31.01989509
RECTANGLE,7.834948262,39.51358146
RECTANGLE,7.639206687,24.02487213
CIRCLE,32.54701094,9.458579897
RECTANGLE,15.17883432,15.93352171
RECTANGLE,26.84023305,45.54435615
CIRCLE,16.20036238,44.98291402
CIRCLE,35.41103288,47.19438387
RECTANGLE,47.06382098,46.46440896
RECTANGLE,46.83785148,39.11635036
RECTANGLE,42.2084061,16.34369107
CIRCLE,47.16663789,26.61073521
RECTANGLE,36.54320487,32.52547265
CIRCLE,1.23375746,21.12170193
RECTANGLE,7.391743447,37.08315098
RECTANGLE,38.48413448,45.60061187
CIRCLE,38.99818238,45.27374889
CIRCLE,32.54246004,41.75246703
RECTANGLE,5.102975212,9.658447198
RECTANGLE,26.2952475,13.73560809
CIRCLE,27.59579419,30.14902165
RECTANGLE,16.7415789,5.384961795
CIRCLE,31.75353241,13.30048715
CIRCLE,26.37033027,20.52917267
RECTANGLE,31.07121565,46.67028175
CIRCLE,50.32170609,8.471908311
CIRCLE,37.19361211,16.56428157
CIRCLE,31.09088393,49.20766906
RECTANGLE,2.95536087,9.989978834
CIRCLE,25.03158643,35.44240312
RECTANGLE,19.03744203,4.13711375
RECTANGLE,37.41739555,10.98924455
RECTANGLE,47.24778665,9.206096506
CIRCLE,15.31860934,37.6096892
RECTANGLE,35.93384444,42.90451357
RECTANGLE,50.05247975,24.87051221
CIRCLE,25.53492577,27.43203838
CIRCLE,3.464608154,20.08674832
CIRCLE,14.78211908,12.27405827
RECTANGLE,34.79934505,17.92104441
RECTANGLE,20.55361855,38.62432685
CIRCLE,17.41698059,11.70969759
CIRCLE,26.89323811,23.75696598
RECTANGLE,47.11556005,21.08568335
CIRCLE,31.1999679,6.168109037
RECTANGLE,6.315114433,42.96900481
CIRCLE,8.096348191,4.80751974
RECTANGLE,10.86214052,35.49465428
RECTANGLE,23.98349858,8.220482952
RECTANGLE,28.71212619,6.94851567
RECTANGLE,47.79059568,21.92029328
CIRCLE,22.24794456,44.28150696
RECTANGLE,15.9266339,14.81163523
CIRCLE,28.49191985,28.27229135
CIRCLE,21.94225306,17.98519302
CIRCLE,3.969385777,44.90885158
CIRCLE,13.90948052,41.70378122
CIRCLE,23.48154745,15.05925652
CIRCLE,45.02716322,38.90031309
RECTANGLE,34.54545287,27.0019192
RECTANGLE,35.45993427,6.007932399
RECTANGLE,31.75889127,18.88566759
CIRCLE,15.91849993,24.44259991
RECTANGLE,27.84803992,20.68993375
CIRCLE,35.9890859,8.558465978
RECTANGLE,10.65564998,27.75538366
RECTANGLE,32.71983126,38.39633186
RECTANGLE,37.82760315,40.45528999
CIRCLE,17.47195317,18.04551073
RECTANGLE,33.45564647,17.07796088
RECTANGLE,1.543502856,12.93941161
RECTANGLE,13.43411201,49.49055043
RECTANGLE,43.57351051,31.90514476
RECTANGLE,28.78844044,33.65454573
RECTANGLE,14.23433537,32.28747138
RECTANGLE,28.73332226,19.5632527
CIRCLE,36.22004656,38.96740566
RECTANGLE,7.718258085,37.67159541
CIRCLE,20.03862538,30.5957847
RECTANGLE,13.2183657,11.38852992
CIRCLE,28.61582303,8.862113407
CIRCLE,3.528233306,27.7024002
CIRCLE,16.21846791,29.11900016
CIRCLE,7.316641114,50.50953776
RECTANGLE,49.70504943,33.18250417
RECTANGLE,49.19995782,23.71642088
CIRCLE,32.61138313,37.62868242
RECTANGLE,18.09202698,23.68570576
RECTANGLE,15.07917117,43.40668128
CIRCLE,17.58835323,33.09644317
RECTANGLE,35.13526848,45.08866103
RECTANGLE,50.14240367,20.78879079
CIRCLE,49.32947273,30.57687346
CIRCLE,49.29184004,24.6635375
CIRCLE,23.2386474,24.58820585
CIRCLE,36.69248394,47.20674732
CIRCLE,14.8449859,41.73650641
CIRCLE,43.21783764,35.70983869
CIRCLE,46.29623986,27.53299688
CIRCLE,45.88196637,31.75541033
RECTANGLE,22.05571624,28.12508988
CIRCLE,34.84356188,37.03912882
RECTANGLE,13.9498481,42.093923
CIRCLE,37.24898891,5.097987488
CIRCLE,46.1211805,20.13091588
RECTANGLE,37.17214102,31.01524446
RECTANGLE,25.39454401,40.91368022
RECTANGLE,43.4089038,23.67236929
CIRCLE,25.06425996,4.001567171
CIRCLE,19.38404793,7.618285605
CIRCLE,42.61017847,43.07119368
CIRCLE,1.928363112,14.12624763
RECTANGLE,14.35035736,25.31224058
CIRCLE,48.18383712,33.50864298
